"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5299","invalid login test with empty email @sanity","chromium","2026-07-13","passed","2026-07-13","","loginpagevalidation.spec.ts","",""
"","12","TC-CP-01: Change Password heading is correct @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Change Password Validations","changepasswordvalidation.spec.ts","",""
"","3666","TC-02: Spot Trading page shows all expected labels @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","3009","TC-11: order book LTP and buy/sell ratio bar (suggestions — not yet implemented) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","1020","TC-03: search currency pair @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","9052","overview text section is visible and content matches expected text from CSV @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Module — Coin Detail Page","portfolio/coinDetail.spec.ts","",""
"","129","TC-03g: top bid < top ask (valid spread) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","2838","TC-20: 25% button fills the amount with 25% of available balance @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","2346","TC-F09: snapshot the Funding and Spot Wallet balances @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab > TC-F09–F19 [Tether USDT]: Transfer flow","portfolio/funding.spec.ts","",""
"","3885","TC-F17: An over-limit amount auto-clamps down to the available balance, both directions @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab > TC-F09–F19 [Tether USDT]: Transfer flow","portfolio/funding.spec.ts","",""
"","1155","TC-04: mark currency pair as favorite @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","140","TC-06a1: Sell button label shows ""SELL {baseCoin}"" @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","629","TC-F03: Top balance section shows Estimated Balance and equals the sum of all coins @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","1609","TC-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","9","Wallet section heading is visible @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","10415","TC-25: capture full balance snapshot before placing order @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","3285","TC-03c: order book view switches (all / sell-only / buy-only) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","7239","TC-F21 [Tether USDT]: search currency filters correctly with Hide Zero Balance on and off @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","1523","TC-15: order book LTP matches Binance last price within 0.5% @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","2344","TC-F08 [BNB]: Withdraw modal is bound to the correct coin and network @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","3377","TC-03e: order book LTP and buy/sell ratio bar (suggestions — not yet implemented) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","1680","TC-03i: order book LTP matches Binance last price within 0.5% @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","2","TC-08: USDT available balance before market buy noted @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","1","TC-08: base coin (BTC) available balance before market sell noted @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","15699","login test @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","","loginpage.spec.ts","",""
"","2810","TC-F01: Login with valid credentials lands on the home page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page","portfolio/funding.spec.ts","",""
"","1","TC-28: fetch available balance before placing order @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","8209","TC-25: capture full balance snapshot before placing sell order @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","5863","TC-RT-05: capture available balance before placing the sell order @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","130","TC-06a1: Buy button label shows ""BUY {baseCoin}"" @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","6","TC-12: order book has actual ask and bid rows @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","1613","TC-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","6185","TC-RT-06: place a sell limit order (below market) for the CSV-configured sell total — fills immediately @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","3","My Assets heading is visible @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","587","TC-F06 [Tether USDT]: row shows numeric, self-consistent balances and all 3 actions @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","1456","TC-21: 50% button fills the amount with 50% of available balance @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","880","TC-04: mark currency pair as favorite @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","5","back button is visible on portfolio page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","6877","TC-26: enter limit price and total, verify estimated fee matches UI @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","2384","TC-F07 [BNB]: Deposit modal is bound to the correct coin and network @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","7488","TC-05: unmark currency pair from favorites @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","584","TC-F05: Funding table headers are all visible @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","1996","all five chart time period buttons are visible @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Module — Coin Detail Page","portfolio/coinDetail.spec.ts","",""
"","11","Deposit & Withdraw button is visible on portfolio page @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","16","TC-13: top bid < top ask (valid spread) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","118","TC-13: top bid price is less than top ask price (valid spread) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","231","TC-14: order book top bid/ask match Binance within 0.5% @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","1625","2. home page title should be KNOOZ @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Home Page","homepage.spec.ts","",""
"","11827","TC-RT-04: available balance after the buy order matches expected (quote decreased, base increased) @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","1847","TC-06a3: 25% button fills correct spend amount @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","2258","TC-F07 [Ethereum]: Deposit modal is bound to the correct coin and network @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","2343","TC-F08 [Tether USDT]: Withdraw modal is bound to the correct coin and network @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","446","TC-19: Buy tab shows quote currency available balance @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","8043","TC-F21 [Ethereum]: search currency filters correctly with Hide Zero Balance on and off @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","714","TC-06: select currency pair from ALL tab @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","1230","TC-F04: Eye icon masks and reveals the Estimated Balance @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","2332","TC-RT-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","3905","TC-02: Spot Trading page shows all expected labels @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","680","TC-22: 75% button fills correct amount @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","2345","TC-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","7844","coin detail page shows coin name, Overview tab and Primary balance tab @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Module — Coin Detail Page","portfolio/coinDetail.spec.ts","",""
"","7947","TC-F21 [Bitcoin]: search currency filters correctly with Hide Zero Balance on and off @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","9840","TC-F13: Select Coin panel — close/back navigation, a full currency search sweep, and reselecting the coin @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab > TC-F09–F19 [Tether USDT]: Transfer flow","portfolio/funding.spec.ts","",""
"","583","TC-F06 [BNB]: row shows numeric, self-consistent balances and all 3 actions @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","11441","TC-06b: capture full balance snapshot before placing market buy order @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","1963","TC-06a4: 50% button fills correct amount @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","3602","TC-02: Spot Trading page shows all expected labels @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","4657","login page title test @sanity","chromium","2026-07-13","passed","2026-07-13","","loginpage.spec.ts","",""
"","143","TC-24: pair header displays the correct pair name after selection @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","1240","TC-22: 75% button fills the amount with 75% of available balance @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","1547","TC-20: 25% button fills correct amount of base coin @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","2288","TC-F08 [Ethereum]: Withdraw modal is bound to the correct coin and network @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","200","TC-06: select currency pair from ALL tab @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","6","estimated balance label is visible @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","12","TC-18: Sell button label shows ""SELL {baseCoin}"" @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","198","TC-03h: order book top bid/ask match Binance within 0.5% @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","196","TC-08: order book column headers show Price, Amount and Total @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","74","TC-08: order book column headers show Price, Amount and Total @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","1","TC-28: base coin available balance before placing order @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","7256","TC-F21 [BNB]: search currency filters correctly with Hide Zero Balance on and off @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","5131","TC-16: precision change alters LTP decimal display and restores cleanly @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","3","Spot tab is visible @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","6795","TC-RT-02: select the trading pair and capture available balance before placing the buy order @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","118","TC-27: Total field auto-calculates as price × amount @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","2997","TC-F10: Transfer modal opens, closes on (X), and reopens @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab > TC-F09–F19 [Tether USDT]: Transfer flow","portfolio/funding.spec.ts","",""
"","2341","TC-F15: Amount field has the ""Amount"" placeholder, the currency label, and a MAX button @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab > TC-F09–F19 [Tether USDT]: Transfer flow","portfolio/funding.spec.ts","",""
"","3323","TC-11: order book LTP and buy/sell ratio bar (suggestions — not yet implemented) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","21980","TC-03d: order book precision dropdown changes price decimal places across all views @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","973","TC-03: search currency pair in the market dropdown @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","3214","TC-17: clicking order book bid rows (5 rows) pre-fills Price and Amount inputs @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","2817","TC-09: order book view switches — all / sell-only / buy-only @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","6252","TC-RT-03: place a buy limit order above market price — fills immediately @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","671","TC-06: select currency pair from ALL tab @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","1850","TC-06a6: 100% button fills correct spend amount @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","23476","TC-10: order book precision dropdown changes price decimal places across all views @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","694","TC-03: search currency pair @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","1453","TC-23: 100% button fills the amount with 100% of available balance @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","3694","TC-02: Spot Trading page shows all expected labels @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","2338","TC-F14: Transfer modal quantity matches both wallet balances @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab > TC-F09–F19 [Tether USDT]: Transfer flow","portfolio/funding.spec.ts","",""
"","3","Copy tab is visible @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","2328","TC-F12: Coin field shows the opened currency, with a clickable dropdown @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab > TC-F09–F19 [Tether USDT]: Transfer flow","portfolio/funding.spec.ts","",""
"","5874","TC-17: clicking order book ask rows (5 rows) pre-fills Price and Amount inputs @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","128","TC-06a7: pair header displays the selected pair name @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","104","TC-14: order book top bid/ask match Binance within 0.5% @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","1907","TC-06a3: 25% button fills correct amount @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","15447","TC-10: order book precision dropdown changes price decimal places across all views @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","4223","TC-F18: ""0"" amount is rejected in both directions, and the Amount field clears on swap @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab > TC-F09–F19 [Tether USDT]: Transfer flow","portfolio/funding.spec.ts","",""
"","5","balance toggle icon is visible @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","184","TC-03f: order book has actual ask and bid rows @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","3543","TC-16: precision change alters LTP decimal display @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","245","TC-03h: order book top bid/ask match Binance within 0.5% @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","3776","TC-07: enter market sell amount (base coin), verify estimated fee @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","120","TC-03g: top bid < top ask (valid spread) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","805","TC-19: Sell tab shows base currency available balance @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","1594","TC-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","147","TC-18: Buy button label shows ""BUY {baseCoin}"" dynamically @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","573","TC-F06 [Ethereum]: row shows numeric, self-consistent balances and all 3 actions @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","1187","TC-06a: Market Sell tab Price field is visible but disabled @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","8553","TC-05: unmark currency pair from favorites @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","91","TC-03b: order book column headers show Price, Amount, Total @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","3023","TC-03c: order book view switches (all / sell-only / buy-only) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","1554","TC-09: order book view switches (all / sell-only / buy-only) @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","8432","TC-05: unmark currency pair from favorites and verify ""No records found"" @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","1061","TC-04: mark currency pair as favorite and verify it appears in Favorites tab @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","6","Grid tab is visible @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","680","TC-23: 100% button fills correct amount @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","2188","TC-F02: Navigate Portfolio > Spot > Funding tab loads the Funding table @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","202","TC-06a7: pair header displays the selected pair name @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
